Date,EW_gross_nav,EW_net_nav,60_40_gross_nav,60_40_net_nav
2010-05-18,1566678.109566431,1167486.0383972335,1348147.7432028877,1027401.0675453768
2010-05-19,1555984.9626640761,1159424.8646908198,1345633.3901110059,1025403.380928621
2010-05-20,1518361.7921702815,1131298.360390047,1317538.2282950734,1003912.8446397423
2010-05-21,1538948.3607421531,1146547.1794727824,1336953.376577985,1018626.7562719383
2010-05-24,1525359.9908440546,1136332.577455785,1321389.0336662035,1006687.4169792633
2010-05-25,1529370.9437381828,1139230.3928469247,1324592.4198141752,1009047.9898144553
2010-05-26,1524633.2736143488,1135610.8811372514,1317446.7293710026,1003524.4627029916
2010-05-27,1566587.0905225368,1166769.717752474,1350703.686795938,1028777.2807561478
2010-05-28,1554536.9161198114,1157702.3343650547,1341105.8110513792,1021385.3115184333
2010-05-31,1554536.9161198114,1157610.4532274066,1341105.8110513792,1021304.2491921223
2010-06-01,1542845.338864984,1148812.2618255005,1329042.2442279602,1012036.3178450263
2010-06-02,1563088.982963465,1163794.629901619,1345253.1867573063,1024300.272229083
2010-06-03,1557136.157779658,1159270.1017202293,1343839.971612568,1023142.9308121229
2010-06-04,1522840.292505518,1133645.2157939565,1315166.6288049417,1001231.0582158656
2010-06-07,1520691.5795442234,1131955.6814886627,1309303.0992046862,996687.7139617498
2010-06-08,1532104.0735909606,1140360.9506006546,1319377.1307180647,1004277.3199823095
2010-06-09,1530099.0099031946,1138778.0560670644,1318638.0853076202,1003635.0723005412
2010-06-10,1558343.3509439316,1159708.5621565576,1344008.1549441384,1022864.9563119059
2010-06-11,1568730.585393312,1167346.6312859342,1352325.651549211,1029113.8540684561
2010-06-14,1572782.9530350184,1170269.491507278,1356511.3509882854,1032217.4771706542
2010-06-15,1599605.045351766,1190134.2786389152,1375648.982291531,1046698.0558519985
2010-06-16,1594221.8549235277,1186034.6352094142,1373289.1352574928,1044819.4340161842
2010-06-17,1602091.8533182822,1191795.4563707763,1377780.3360105325,1048153.4862460692
2010-06-18,1602668.1341210308,1192129.564476765,1375615.2843457453,1046423.2252573535
2010-06-21,1592576.5255984517,1184528.40327132,1372212.6276338233,1043751.7929444974
2010-06-22,1578538.5007329984,1173993.1747707073,1359345.165102983,1033881.5240073103
2010-06-23,1580381.466381493,1175270.6540646248,1363063.1538202737,1036627.2725542228
2010-06-24,1563600.416532777,1162697.9387773874,1347569.7256955514,1024762.0467693738
2010-06-25,1578866.2409463027,1173957.3737821442,1357911.2685385055,1032544.9630310854
2010-06-28,1569762.2581709488,1167094.985871736,1355702.2312424476,1030783.280571545
2010-06-29,1540865.9046355768,1145518.3484771897,1331512.0283970719,1012308.8961348344
2010-06-30,1534046.375463071,1140357.625345934,1325108.8303316217,1007360.3935812562
2010-07-01,1524274.5210180848,1133003.0582849781,1326657.234665853,1008457.5561127948
2010-07-02,1519344.576806812,1129248.6781570332,1318606.643087777,1002257.8683199384
2010-07-05,1519344.576806812,1129159.0552460682,1318606.643087777,1002178.3240446749
2010-07-06,1516304.4748954833,1126810.0713925897,1321012.1777118437,1003927.0603980806
2010-07-07,1552292.5425964408,1153464.4245581268,1348768.0420723297,1024940.9540066868
2010-07-08,1560116.6959100896,1159186.78548708,1356105.7426626442,1030435.5940951909
2010-07-09,1568966.3845788364,1165670.2191220021,1360422.6884421462,1033634.0404313103
2010-07-12,1566790.1301296176,1163960.8481542747,1361340.3140988317,1034249.2077601206
2010-07-13,1586186.1344844226,1178277.6686092482,1374476.6777240697,1044147.1959909213
2010-07-14,1586827.2081729253,1178660.3677313852,1376540.8762191043,1045632.4345811885
2010-07-15,1588882.8433804102,1180093.7039017833,1379909.8408171618,1048108.542720978
2010-07-16,1557278.4103253563,1156526.828234902,1357695.938238421,1031152.8216234628
2010-07-19,1561644.5057397804,1159677.5604494198,1362982.1420184919,1035085.7887312699
2010-07-20,1575879.8774668642,1170156.712787239,1373524.655831457,1043009.9114067792
2010-07-21,1559363.8536240156,1157800.0047984843,1362764.3418595714,1034756.1006917199
2010-07-22,1589502.4973555922,1180085.524347882,1385227.2528770806,1051730.2161177185
2010-07-23,1596940.404455339,1185513.950886904,1392638.188705112,1057273.4793635397
2010-07-26,1608821.4722998631,1194239.960987616,1404279.2707106548,1066027.3325016666
2010-07-27,1602947.9712748039,1189785.237213227,1403068.3046098521,1065023.4492128147
2010-07-28,1600735.6344802293,1188048.7068225225,1401674.0179154119,1063880.565927274
2010-07-29,1600068.2056496784,1187459.0587699537,1400419.9386858258,1062844.275891689
2010-07-30,1606154.166483577,1191881.3917797278,1404444.059435528,1065814.0168658267
2010-08-02,1634164.2362161542,1212572.2752742495,1427946.147596245,1083564.8522403142
2010-08-03,1631756.1059319018,1210689.1736817905,1426072.2558336002,1082056.8943667207
2010-08-04,1637253.4882347363,1214671.8960843573,1427895.3728862572,1083354.3383101893
2010-08-05,1634848.4260225715,1212791.187397251,1426533.1812475694,1082234.85335759
2010-08-06,1637522.6273370688,1214678.7558307305,1428636.622464766,1083744.7306809237
2010-08-09,1642089.2937367219,1217592.967617724,1433628.4877548069,1087445.4817757502
2010-08-10,1637068.2893065137,1213773.3081384217,1429889.4227612603,1084522.9959587501
2010-08-11,1605785.9331572452,1190483.2658500525,1405129.1556655664,1065657.0935631366
2010-08-12,1602519.093465082,1187966.8425512433,1398127.9336331324,1060262.7552285397
2010-08-13,1601739.048078113,1187294.302361186,1398720.89727204,1060628.2781587224
2010-08-16,1608913.9585108494,1192518.498453759,1404679.1781090486,1065062.1728988462
2010-08-17,1622255.138190209,1202312.2657956674,1414858.0236562553,1072695.4942698248
2010-08-18,1623983.6434112987,1203497.902252605,1414966.7800949113,1072692.815006025
2010-08-19,1606740.2963981628,1190623.7283112372,1400810.9070915205,1061876.0483130955
2010-08-20,1599147.7759873213,1184903.0389058895,1394259.862371881,1056825.7934850557
2010-08-23,1595528.4382831606,1182127.2179054688,1391914.6985167356,1054964.3232126408
2010-08-24,1589183.4511859845,1177332.3965573832,1387237.4218675548,1051335.5798007671
2010-08-25,1596996.8498408021,1183027.4442364874,1390494.452390328,1053720.5226068823
2010-08-26,1593205.3594310952,1180124.8831275306,1389376.8704411427,1052789.9873173432
2010-08-27,1606128.875730646,1189603.9765388197,1397339.1858826694,1058739.8178466721
2010-08-30,1596528.761423102,1182399.0916765977,1391355.2639854313,1054121.8763890252
2010-08-31,1604432.8850039518,1188159.0933712001,1396789.817363485,1058155.5551475682
2010-09-01,1632594.7683439457,1208920.0131512133,1420187.726663398,1075796.9526948782
2010-09-02,1641863.5863883763,1215687.53369901,1425665.5927253086,1079861.0738466952
2010-09-03,1650927.07982361,1221360.150873312,1432907.0241388804,1085260.3454241268
2010-09-06,1650927.07982361,1221263.2175280047,1432907.0241388804,1085174.2136506804
2010-09-07,1642428.3602010712,1214879.4159756445,1425822.368592372,1079722.7123263772
2010-09-08,1647084.2572046842,1218226.893566554,1429056.2877127482,1082085.947768922
2010-09-09,1642204.48199661,1214520.9986368038,1425251.3507336725,1079118.957598632
2010-09-10,1646139.3698274945,1217334.7230824307,1427445.382700129,1080694.5089883632
2010-09-13,1662464.1098046217,1227720.3500167704,1443216.1109140771,1092548.4884448184
2010-09-14,1671470.3742166513,1232963.2598153432,1446793.231206669,1095169.7423138972
2010-09-15,1674393.3085429575,1234609.862828779,1448503.402400182,1096377.3613403798
2010-09-16,1671637.6059924487,1232479.9672977196,1443495.1288564242,1092499.5672606134
2010-09-17,1671671.7362610905,1232407.3152978823,1444387.5237158525,1093088.2639854024
2010-09-20,1692648.3723977797,1245141.268728944,1462637.60252012,1106812.8646401642
2010-09-21,1693195.6335307239,1245384.2719054993,1463168.4214447534,1107126.7057284194
2010-09-22,1687468.9333893473,1241073.3124189537,1458223.951409004,1103297.5366110436
2010-09-23,1673496.589416678,1230698.6530780974,1446333.0143816774,1094213.2471822838
2010-09-24,1698557.3309104375,1248301.4836321697,1465663.3374556215,1108750.6272009565
2010-09-27,1693736.5684868272,1244659.5438080945,1463701.0250170184,1107178.173473898
2010-09-28,1702403.3080089195,1250403.979117695,1469555.4714722564,1111484.7018782988
2010-09-29,1698033.6878624426,1247095.2835864266,1464843.893531189,1107832.9303668637
2010-09-30,1694972.280898255,1244747.9035051079,1461939.9113196942,1105548.7818842514
2010-10-01,1704317.158500598,1251290.214226868,1467870.9483126067,1109946.2110739606
2010-10-04,1699986.7990922497,1248011.6050046014,1466205.9246744069,1108599.0947929004
2010-10-05,1728642.789222027,1265417.8696383333,1485204.93874447,1120597.960839338
2010-10-06,1734029.7988929523,1268492.2865232963,1489890.276988765,1123354.909270316
2010-10-07,1729982.1711920213,1265430.6573511243,1489966.3252850138,1123323.0933928606
2010-10-08,1738720.3299676466,1271076.0016003875,1494662.6218269947,1126090.659347513
2010-10-11,1740567.602283037,1272075.643932686,1495119.40938781,1126294.4794213034
2010-10-12,1741494.5526541711,1272536.8388191375,1495794.8055190055,1126629.9969845763
2010-10-13,1757314.611646714,1281704.0110551096,1504599.4211719877,1131863.761647789
2010-10-14,1757270.2773604093,1281569.9531363496,1501316.5889130137,1129304.357683298
2010-10-15,1752065.5503526677,1277672.4553318326,1497952.710222677,1126684.3893900851
2010-10-18,1762334.0331967368,1284388.177217655,1506812.6545084734,1132979.9304913955
2010-10-19,1735862.8698363868,1264994.070801422,1494570.6405482686,1123685.1802553101
2010-10-20,1756392.2562974198,1279854.2756563253,1509286.5549211726,1134324.0522959803
2010-10-21,1748002.660985982,1273639.339199132,1504661.7777557406,1130758.214805317
2010-10-22,1750568.2118905159,1275407.5825611402,1506356.8825379484,1131942.348841279
2010-10-25,1756494.8465746702,1279624.3147667558,1508764.635739555,1133661.8030567039
2010-10-26,1749507.7988898945,1274432.6221618978,1500681.7480783889,1127498.4763853254
2010-10-27,1737004.7700171447,1265223.619133479,1491336.0843883643,1120387.3693170748
2010-10-28,1744251.1752286134,1270401.441664781,1495335.598368734,1123303.1412453456
2010-10-29,1749687.2569561154,1274259.911788079,1498189.6986137498,1125358.0037429975
2010-11-01,1749098.2502652074,1273729.819038436,1498765.1722734119,1125700.953894027
2010-11-02,1762763.0741767448,1283579.7390893498,1510184.782228545,1134188.7172593477
2010-11-03,1765316.4464284482,1285147.3475800091,1515448.5058058884,1137306.3287942393
2010-11-04,1803109.8131835936,1307076.5559046466,1540067.038290673,1152014.5948495695
2010-11-05,1806181.4691497749,1308774.8847144088,1540602.2496494628,1152261.733900906
2010-11-08,1805170.4499258958,1307938.4203224431,1536669.9279083642,1149229.1854713864
2010-11-09,1775531.2309588578,1286359.483940356,1513727.7637133533,1131980.2227612738
2010-11-10,1788069.184545447,1295341.0482478777,1521868.9076035328,1137978.4089896602
2010-11-11,1781515.4155683273,1290490.4595641156,1515021.1986828547,1132767.714697927
2010-11-12,1757804.1825738233,1273212.1456713616,1501081.5872832735,1122255.2905147553
2010-11-15,1745843.2637891336,1264447.5683398184,1489860.9659222139,1113777.3370523253
2010-11-16,1718976.9933868896,1244889.0022499163,1472413.639345674,1100645.8209709388
2010-11-17,1721159.916690165,1246371.0820379003,1474764.2777200283,1102315.5968547505
2010-11-18,1741624.069416264,1261091.1981926924,1487732.3530587985,1111921.1261113582
2010-11-19,1745434.594721813,1263750.2718514556,1491353.2393319453,1114539.104381071
2010-11-22,1747565.0283978607,1265192.4760871036,1491881.8983410434,1114845.7337919676
2010-11-23,1732383.2976295878,1254100.8784048196,1477453.034815737,1103974.9279964638
2010-11-24,1745374.8908882327,1263406.175497224,1485869.4516280927,1110176.1830215591
2010-11-25,1745374.8908882327,1263305.9051658353,1485869.4516280927,1110088.0738006844
2010-11-26,1733499.6786329723,1254610.3399463065,1479418.2450782158,1105180.2968395413
2010-11-29,1733079.417460199,1254206.60611038,1478809.5196667311,1104637.843659152
2010-11-30,1731230.8208825465,1252769.26105954,1473516.4528663799,1100596.370731112
2010-12-01,1745771.2151087408,1263191.689501081,1482104.0982424002,1106923.2911041868
2010-12-02,1760921.6472379183,1274053.8691803433,1494620.2550728116,1116183.2486999745
2010-12-03,1772724.7889486328,1282492.5081825224,1498324.058836561,1118860.6654656995
2010-12-06,1776346.1930687847,1285010.6580251781,1501002.5334752856,1120771.995009239
2010-12-07,1764957.7012841466,1276670.2264143864,1492034.5020563437,1113986.774697755
2010-12-08,1754657.4922029008,1269118.3167459168,1484518.3002383262,1108286.5964244772
2010-12-09,1756083.4264115617,1270048.950603137,1485078.260890377,1108616.6831356646
2010-12-10,1758337.377786446,1271578.2741284405,1484376.4586946876,1108004.7996228887
2010-12-13,1765724.2035853497,1276819.2920493276,1490162.0406111386,1112235.4791432903
2010-12-14,1759728.3702641581,1272382.288205055,1481671.0659612378,1105809.6653324675
2010-12-15,1744854.1274635415,1261526.3938679919,1471154.2399834332,1097872.9218159157
2010-12-16,1749182.295082181,1264555.5301243104,1478498.5745433397,1103266.6188736944
2010-12-17,1754552.1036169531,1268337.2231191276,1484720.2638502188,1107821.7288075308
2010-12-20,1762727.9008049776,1274146.7124532764,1489593.260789867,1111369.7855787128
2010-12-21,1772920.3780858393,1281412.983958792,1498378.8353052607,1117836.405902246
2010-12-22,1775731.1292371978,1283342.81005086,1500522.9963011823,1119347.2983618556
2010-12-23,1771152.813320778,1279932.152010784,1496464.0586467478,1116230.6097129884
2010-12-24,1771152.813320778,1279830.5700939577,1496464.0586467478,1116142.0199820588
2010-12-27,1777271.5038425575,1284150.3466273772,1501987.6157609934,1120173.1982341243
2010-12-28,1781568.9580175134,1287153.5139096517,1497569.2393012235,1116789.097397969
2010-12-29,1790902.3482397487,1293794.5758334268,1507712.8029447028,1124264.8690398722
2010-12-30,1787083.5098552569,1290933.065252823,1505374.2249285607,1122431.8207626245
2010-12-31,1794829.3726851498,1296425.978561927,1509701.7559175743,1125569.4172667146
2011-01-03,1805204.407525177,1303817.0950638747,1519062.118135914,1132458.7743075262
2011-01-04,1789331.673510358,1292249.4631706614,1513575.4107470275,1128278.5636179796
2011-01-05,1786092.09527361,1289807.290917095,1508427.3674334937,1124351.4640018868
2011-01-06,1778352.6527264197,1284115.9696551638,1504665.0897498159,1121457.9035359505
2011-01-07,1778064.7358957892,1283806.1562046022,1506984.8830175856,1123097.8886753782
2011-01-10,1779583.1858301777,1284800.6247573528,1508081.5447187568,1123826.0537207713
2011-01-11,1783189.8402400783,1287302.5425075802,1508176.0235612101,1123807.2670411807
2011-01-12,1796184.8931259643,1296581.6340124754,1517068.7747541603,1130344.450004603
2011-01-13,1796427.7134551455,1296654.0113156505,1522476.1505274863,1134283.692075073
2011-01-14,1798986.1771207547,1298397.790642051,1526892.911802381,1137484.2697338718
2011-01-17,1798986.1771207547,1298294.7431983491,1526892.911802381,1137393.9932045278
2011-01-18,1806185.675485877,1303387.4475134716,1530552.228524491,1140029.576338738
2011-01-19,1797118.8114128096,1296741.134757001,1522988.163939709,1134305.0154198958
2011-01-20,1784055.0351996624,1287211.8325787976,1515289.3349039743,1128480.9871045665
2011-01-21,1787783.2728529817,1289799.630073048,1519856.7219256312,1131792.8939340278
2011-01-24,1793634.0536212663,1293918.321895629,1526417.5963146198,1136588.7605642783
2011-01-25,1798380.8750647432,1297239.9623836754,1532600.9038145682,1141102.719671573
2011-01-26,1803383.3957276032,1300745.5136866278,1532507.349401052,1140942.4997371559
2011-01-27,1803266.257570012,1300557.7904314734,1541104.6473674788,1147252.5853467148
2011-01-28,1791256.3517861157,1291792.7466822613,1526592.4229987215,1136358.1225369228
2011-01-31,1799277.2015293443,1297474.5856421168,1533189.4662225673,1141178.6132700713
2011-02-01,1815359.053358847,1308929.6777455877,1543271.4619802537,1148592.2419378334
2011-02-02,1812537.1827403347,1306791.1389835852,1540969.2772733662,1146787.6642734425
2011-02-03,1817210.2946956116,1309831.2274921688,1539050.0637526768,1145268.3727596046
2011-02-04,1811735.7116659412,1305781.2352200623,1533771.435914009,1141249.441496337
2011-02-07,1818587.7317524278,1310459.1191755983,1539392.0586686407,1145341.0620234746
2011-02-08,1825741.2123274927,1314499.7060710902,1539920.0267779627,1145642.9816576208
2011-02-09,1825987.8844004138,1314558.3252149473,1542047.1912533084,1147134.5885284105
2011-02-10,1823453.8742556938,1312629.7201430758,1539407.7825893078,1145080.0802685036
2011-02-11,1828416.013671568,1315789.7322441547,1546240.332176144,1150071.5556297114
2011-02-14,1831940.0195103604,1317734.9846521413,1547849.4113648278,1151177.0903123084
2011-02-15,1831976.1566411895,1317656.3963536583,1546212.7352459833,1149868.4871579106
2011-02-16,1839346.4906921184,1321829.3677886971,1551696.6402032087,1153536.6914256127
2011-02-17,1846019.358407855,1325581.7579185243,1556298.8780833203,1156200.5067472663
2011-02-18,1850428.7983074274,1328030.6435309744,1559095.892437194,1157789.4562452505
2011-02-21,1850428.7983074274,1327925.2442735513,1559095.892437194,1157697.5681931674
2011-02-22,1835185.6081353505,1316880.8661305835,1547235.8082246417,1148799.0510248009
2011-02-23,1832708.4838459478,1314998.8326166056,1541612.925977357,1144532.9719637297
2011-02-24,1828168.8615090966,1311637.213065895,1540900.4996325346,1143913.2124245167
2011-02-25,1847182.881302553,1325174.90500447,1555887.489504313,1154948.2678122956
2011-02-28,1862569.4401153964,1334492.6078105215,1568080.4212797445,1162683.9074586313
2011-03-01,1846913.328393087,1323169.4143934648,1549856.9775854868,1149079.5020938197
2011-03-02,1844049.1367766205,1321012.4309471156,1546068.2545707827,1146179.3080789885
2011-03-03,1853107.7026352272,1327396.829062393,1555607.4363140238,1153160.2237711279
2011-03-04,1849453.465173043,1324673.9186928743,1551929.6404213523,1150342.3803743068
2011-03-07,1840363.8714664269,1318058.3502235499,1542708.9045128322,1143416.3641707052
2011-03-08,1848108.69858738,1323500.5444477708,1549262.8305803093,1148183.2191352411
2011-03-09,1849613.5022605562,1324473.1515521333,1552224.9361275728,1150287.3568143297
2011-03-10,1826720.6363501798,1307974.887513894,1539305.0732783927,1140621.7076795185
2011-03-11,1833287.3657928146,1312573.0125245182,1543110.2298251211,1143350.794863097
2011-03-14,1823368.5604084185,1305367.3040427417,1534025.7135119813,1136528.9788658272
2011-03-15,1804167.7851675109,1291517.681536397,1524707.920698803,1129535.4117637463
2011-03-16,1783964.2177945923,1276952.4097041218,1510295.7303973916,1118768.9150838805
2011-03-17,1804114.6208232862,1291274.6191013504,1524812.7830820973,1129433.7974724118
2011-03-18,1817512.331296605,1300761.3966114684,1532825.5700623193,1135279.2572976723
2011-03-21,1836203.2345901327,1314034.9101463542,1545292.7295731115,1144422.892383879
2011-03-22,1831482.0916335601,1310552.048666961,1541683.903516752,1141659.417409362
2011-03-23,1831871.9832316071,1310727.0309915869,1538757.9395079773,1139402.0525347325
2011-03-24,1837013.6239331912,1314301.9124674522,1543959.6145935168,1143163.301258509
2011-03-25,1836090.684600222,1313537.2805631023,1542269.0980239683,1141820.8984606266
2011-03-28,1832778.8238708915,1311063.7300056734,1541181.2083038415,1140924.8572092736
2011-03-29,1836702.0455676839,1313766.1227133928,1544321.4800771186,1143159.0271930534
2011-03-30,1851429.3856531268,1324196.1066270622,1556740.158489059,1152261.0263574615
2011-03-31,1854373.7367239415,1326196.8971585333,1555742.5735017778,1151431.1890380655
2011-04-01,1859071.0834531721,1329451.0561233175,1561815.8152792607,1155834.7137785081
2011-04-04,1862164.256886295,1331557.521247413,1563684.010272656,1157125.554023695
2011-04-05,1865577.1571910484,1333892.267542741,1560029.5843154583,1154329.444887908
2011-04-06,1869280.8544428013,1336046.1661578363,1561055.6537902078,1154997.0620462382
2011-04-07,1862729.4554049338,1331257.596527934,1555333.431587514,1150671.6261014247
2011-04-08,1863725.4058158947,1331863.7281306416,1552744.8245389648,1148665.1916231972
2011-04-11,1859972.293028737,1329075.9585289534,1552228.0556917908,1148191.7405734705
2011-04-12,1852491.6899431415,1323625.0796320038,1549978.4861579125,1146436.5951278342
2011-04-13,1855181.5685379568,1325441.9769810792,1552798.2608790614,1148431.2453870638
2011-04-14,1866236.6676437308,1333235.1434541102,1556836.4767700466,1151326.716806255
2011-04-15,1877812.0753324828,1340328.2536516737,1566091.545167865,1158079.7390561567
2011-04-18,1865727.7302834934,1331596.4204422473,1554884.0058519766,1149700.1743822515
2011-04-19,1874036.677288691,1337420.9518561957,1562207.1013085742,1155023.7143218457
2011-04-20,1893057.4375420003,1348776.9482167845,1575609.8632468712,1164409.9241947248
2011-04-21,1900892.7293096199,1353157.3402260744,1581850.9783930646,1168025.8491671572
2011-04-22,1900892.7293096199,1353049.9467863739,1581850.9783930646,1167933.1487029376
2011-04-25,1904709.1042821498,1355158.7052750865,1585863.7889613821,1170247.767433861
2011-04-26,1914629.6194879294,1360719.246444841,1596534.1560624137,1176472.606363214
2011-04-27,1931012.6800676293,1369947.5495667183,1603128.693801467,1180285.4772546543
2011-04-28,1943133.1907137,1376739.6386094827,1613087.875593511,1186076.4069949263
2011-04-29,1947366.0727384095,1379051.4759860425,1611760.7039163243,1185006.4269156263
2011-05-02,1944720.1390001054,1377068.276609738,1613618.1405615697,1186237.6912038452
2011-05-03,1936487.2809893892,1371129.248145821,1608780.824751204,1182587.4336618264
2011-05-04,1923837.9430836749,1362064.0683909496,1603705.1218029717,1178762.514570226
2011-05-05,1903322.8080982605,1347431.3932085834,1597444.893533877,1174067.5409953226
2011-05-06,1906874.7561664358,1349839.0073441672,1596518.4958011992,1173293.4902784682
2011-05-09,1919052.7125823412,1358352.4122766883,1602613.2665666817,1177679.4647756591
2011-05-10,1931544.5410199824,1367086.6280024447,1610367.9687509588,1183284.5367249337
2011-05-11,1913471.2164044983,1354186.3969132726,1599415.6019476438,1175142.9203003722
2011-05-12,1916453.207335661,1356189.3123429483,1601093.415543754,1176282.3994783189
2011-05-13,1902435.8786872553,1346162.2337321602,1592726.6626475537,1170042.204280589
2011-05-16,1900136.6708442569,1344428.4776747013,1592138.6325072027,1169517.367544091
2011-05-17,1900236.6097973941,1344392.4881126485,1594534.7476996689,1171184.6330818515
2011-05-18,1909730.8008580722,1351002.8059966357,1598777.8767036488,1174208.257142713
2011-05-19,1914986.3398158317,1354613.5148307036,1603403.2702065336,1177512.1453195587
2011-05-20,1907599.4102698227,1349280.6763306817,1593939.7922904652,1170468.8744271086
2011-05-23,1891842.6271694787,1338028.5237085512,1580472.0887436897,1160486.3168063203
2011-05-24,1897178.7291522035,1341696.3534775109,1583634.7028676646,1162716.4135355891
2011-05-25,1902647.6820817557,1345457.5464645617,1588254.149159301,1166015.7663858
2011-05-26,1914236.199967451,1353545.585992558,1600452.4535943237,1174878.6028403577
2011-05-27,1924462.5430007023,1360669.1510364967,1605773.413774159,1178691.4303478051
2011-05-30,1924462.5430007023,1360561.161421335,1605773.413774159,1178597.8834088887
2011-05-31,1943003.503047623,1373561.3129445186,1621872.0094709795,1189503.7895207289
2011-06-01,1917814.2877316696,1355645.3679324898,1602933.7116149687,1175519.7699044854
2011-06-02,1913258.9474546295,1352317.7436905329,1598089.4322908844,1171873.897260434
2011-06-03,1914509.7189968522,1353094.4794176833,1598852.1937171128,1172340.2219231213
2011-06-06,1900303.5943972045,1342946.8030650415,1586237.2162899263,1162997.390046819
2011-06-07,1908103.0926949074,1348352.1346791135,1593463.719856604,1168203.416496127
2011-06-08,1899804.8731741204,1342381.2245547038,1588515.7120059005,1164483.2081946528
2011-06-09,1902915.963254725,1344472.948389644,1588252.6369884466,1164197.9381462717
2011-06-10,1877122.1435084566,1326142.0590136105,1570525.3957669178,1151111.3759478158
2011-06-13,1875029.670290242,1324558.5271827776,1571189.8363422852,1151507.0174164136
2011-06-14,1891334.7896696292,1335971.666509074,1580444.0261784024,1158197.9176025006
2011-06-15,1871344.9188365547,1321745.5028101988,1566199.9610975098,1147667.5088082894
2011-06-16,1874503.1605471028,1323871.2931112822,1570027.8431121937,1150381.3889205898
2011-06-17,1885048.1337350325,1331213.6306040061,1576590.11208812,1155098.3551937314
2011-06-20,1890752.5326946436,1335136.402997172,1580686.741922593,1158008.1015389466
2011-06-21,1908428.1774816965,1347511.9234292756,1593503.0815367885,1167305.4221658197
2011-06-22,1901718.4532389226,1342667.3444577912,1587282.794896564,1162656.1674687485
2011-06-23,1884980.1070284066,1330743.0348161282,1580550.820346461,1157632.8426001247
2011-06-24,1873359.9224510419,1322433.896214183,1576567.136829142,1154623.2228502643
2011-06-27,1878571.9542763308,1326008.1954450745,1580874.118621591,1157685.87053266
2011-06-28,1888961.3449155928,1333236.40863452,1585597.1888586935,1161052.7301513278
2011-06-29,1902923.4862316102,1342985.1309341514,1593377.7628168862,1166657.904408621
2011-06-30,1908742.70466399,1346985.448681821,1599711.8150902048,1171203.0527410698
2011-07-01,1921363.5867633894,1355785.0071641363,1611834.5996455813,1179985.600157935
2011-07-04,1921363.5867633894,1355677.4051794407,1611834.5996455813,1179891.9505071286
2011-07-05,1931303.2630571343,1362583.0572541002,1616195.1880135671,1182990.337493315
2011-07-06,1936254.402958306,1365968.069547383,1618108.482656348,1184296.9046454902
2011-07-07,1947626.1580085042,1373882.0836418215,1625844.7467584219,1189792.8381689768
2011-07-08,1946565.8991768232,1373025.1243251746,1626024.2155987343,1189822.3639737382
2011-07-11,1927435.6966236574,1359422.5195950537,1609629.5975474566,1177731.3821498135
2011-07-12,1928046.1208478657,1359745.1617965153,1608095.417206605,1176515.3846226071
2011-07-13,1935380.1043913371,1364809.5017851433,1611855.0436865138,1179172.6297499307
2011-07-14,1924521.4135096066,1357043.7500470853,1600129.9913945491,1170501.4366035208
2011-07-15,1935558.0956818087,1364718.37807437,1609255.3028727896,1177083.7412115934
2011-07-18,1927128.2795676757,1358666.3937915482,1599207.7490741757,1169641.0764153309
2011-07-19,1942124.52215727,1369131.2328618164,1616766.5107147212,1182390.5122345279
2011-07-20,1950832.732855402,1375161.5617707071,1619588.3964481144,1184360.4025629617
2011-07-21,1962520.9130477796,1382443.5251359527,1629968.9586751382,1191450.4128400078
2011-07-22,1969878.1574149502,1386501.8366321875,1634607.0425185044,1194086.9871082043
2011-07-25,1963339.360356051,1381789.454218682,1625585.1992456147,1187401.7256787436
2011-07-26,1967847.0433486805,1384852.2755035106,1629802.648119466,1190388.1048593386
2011-07-27,1937102.2603922747,1363106.0393279162,1605002.6506704194,1172180.0119930515
2011-07-28,1936509.0721410029,1362580.4397871925,1604872.5615174752,1171991.9739498654
2011-07-29,1941993.746098646,1366331.464215677,1611324.2361013656,1176610.4298998776
2011-08-01,1929606.9675945654,1357508.040806333,1603379.4161195036,1170715.634695354
2011-08-02,1910090.607270243,1343670.2438214526,1582390.6700669029,1155297.6810871293
2011-08-03,1911479.3208837803,1344540.5062815077,1583853.9081086305,1156274.2955748697
2011-08-04,1851272.6162624955,1302084.2132150307,1539824.618963144,1124039.4525627678
2011-08-05,1846272.3759223586,1298463.976792912,1529973.4829045672,1116759.1218040225
2011-08-08,1780730.9374335944,1252266.318568631,1470370.8396322094,1073165.2945790228
2011-08-09,1858951.580544136,1307174.1626564455,1534045.7526374168,1119553.9135119107
2011-08-10,1829827.9087257483,1286591.2885456323,1503205.80806085,1096957.9212508143
2011-08-11,1869338.1689052957,1314269.6903329676,1537841.742925315,1122146.2844008256
2011-08-12,1876972.9244545754,1319533.1267179376,1547670.0519906753,1129228.8347021923
2011-08-15,1910001.130542805,1342647.6031037038,1570424.8852069906,1145741.856651508
2011-08-16,1906490.021456049,1340072.8870113746,1565105.7374281893,1141770.2104945532
2011-08-17,1913807.3855216159,1345109.9112556386,1572406.986949168,1147005.97464481
2011-08-18,1870867.1661255106,1314822.838910744,1532818.3894812951,1118036.6951258131
2011-08-19,1856296.8139535221,1304478.620436961,1517358.5762671225,1106671.5847671235
2011-08-22,1868275.1565845972,1312792.651498126,1518770.7068584275,1107613.6782063625
2011-08-23,1886380.015769629,1325410.31684727,1543648.250529771,1125668.5423808023
